text,category,sentiment,priority,tamil,tanglish,translation_status,model
What are the auto-top up policies?,automatic_top_up,Neutral,Low,தானியங்கி டொப்-அப் கொள்கைகள் என்னென்ன?,Auto top-up policies enna?,completed,gemini-3.5-flash
Can I auto-top up?  How do I do it?,automatic_top_up,Neutral,Low,என்னால் தானியங்கி டொப்-அப் செய்ய முடியுமா? அதை நான் எவ்வாறு செய்வது?,Ennala auto top-up seyya mudiyuma? Athai naan eppadi seyrathu?,completed,gemini-3.5-flash
How do I get refills to my card when I'm traveling?,automatic_top_up,Neutral,Low,நான் பிரயாணம் செய்யும்போது எனது கார்டுக்கு எவ்வாறு ரீஃபில் செய்வது?,Naan travel pannumpothu enoda card-ku eppadi refill panrathu?,completed,gemini-3.5-flash
What is the limit on Auto top?,automatic_top_up,Positive,Low,தானியங்கி டொப்-அப்பிற்கான எல்லை என்ன?,Auto top-up-kaana limit enna?,completed,gemini-3.5-flash
How do I auto top-up?,automatic_top_up,Neutral,Low,நான் எவ்வாறு தானியங்கி டொப்-அப் செய்வது?,Naan eppadi auto top-up seyrathu?,completed,gemini-3.5-flash
Can it add money automatically while travelling,automatic_top_up,Neutral,Low,பிரயாணம் செய்யும்போது தானாகவே பணம் சேர்க்க முடியுமா?,Travel pannumpothu thaanaave panam add seyya mudiyuma?,completed,gemini-3.5-flash
Is auto top up a provided service?,automatic_top_up,Positive,Low,தானியங்கி டொப்-அப் ஒரு வழங்கப்பட்ட சேவையா?,Auto top-up oru valangappatta sevaiya?,completed,gemini-3.5-flash
When the time is right will this automatically replenish my balance?,automatic_top_up,Positive,Low,சரியான நேரத்தில் இது எனது மீதிப்பணத்தை தானாகவே நிரப்புமா?,Sariyaana nerathil ithu enoda balance-ai thaanaave nirappuma?,completed,gemini-3.5-flash
Will money be added automatically when necessary?,automatic_top_up,Neutral,Low,தேவைப்படும்போது பணம் தானாகவே சேர்க்கப்படுமா?,Thevaipadumpothu panam thaanaave add pannapaduma?,completed,gemini-3.5-flash
Can I automatically top-up when traveling?,automatic_top_up,Neutral,Low,பிரயாணம் செய்யும்போது என்னால் தானாகவே டொப்-அப் செய்ய முடியுமா?,Travel pannumpothu ennala thaanaave top-up seyya mudiyuma?,completed,gemini-3.5-flash
What is the maximum for auto top-up?,automatic_top_up,Neutral,Low,தானியங்கி டொப்-அப்பிற்கான அதிகபட்ச எல்லை என்ன?,Auto top-up-kaana maximum limit enna?,completed,gemini-3.5-flash
Is there a way to top-up when it reaches a certain balance?,automatic_top_up,Positive,Low,ஒரு குறிப்பிட்ட மீதிப்பணத்தை எட்டும்போது டொப்-அப் செய்வதற்கு ஏதேனும் வழி உள்ளதா?,Oru kurippitta balance-ai ettumpothu top-up seyrathuku ethavathu vazhi irukka?,completed,gemini-3.5-flash
Can I set the account to auto top-up?,automatic_top_up,Neutral,Low,கணக்கை தானியங்கி டொப்-அப்பிற்கு அமைக்க முடியுமா?,Account-ai auto top-up-ku set panna mudiyuma?,completed,gemini-3.5-flash
Are there any hidden limit on the auto top-up?,automatic_top_up,Neutral,Low,தானியங்கி டொப்-அப்பில் ஏதேனும் மறைமுக எல்லைகள் உள்ளனவா?,Auto top-up-il ethavathu hidden limits irukka?,completed,gemini-3.5-flash
"I am traveling, what can I do to set up auto top-up?",automatic_top_up,Neutral,Low,"நான் பிரயாணம் செய்கிறேன், தானியங்கி டொப்-அப்பை அமைப்பதற்கு நான் என்ன செய்ய வேண்டும்?","Naan travel seykiren, auto top-up-ai set panna naan enna seyya vendum?",completed,gemini-3.5-flash
"What are my options for topping up, automatic and/or manual?",automatic_top_up,Neutral,Low,"டொப்-அப் செய்வதற்கான எனது தெரிவுகள் என்ன, தானியங்கி மற்றும்/அல்லது கைமுறை வழியா?","Top-up seyrathukaana enoda options enna, automatic matrum/allathu manual-aa?",completed,gemini-3.5-flash
"When I travel, can it automatically add money in certain intervals?",automatic_top_up,Positive,Low,"நான் பிரயாணம் செய்யும்போது, குறிப்பிட்ட இடைவெளிகளில் தானாகவே பணம் சேர்க்க முடியுமா?","Naan travel pannumpothu, kurippitta idaiveligalil thaanaave panam add panna mudiyuma?",completed,gemini-3.5-flash
Is auto top up available?,automatic_top_up,Positive,Low,தானியங்கி டொப்-அப் வசதி கிடைக்கிறதா?,Auto top-up option irukka?,completed,gemini-3.5-flash
I want to auto top-up.,automatic_top_up,Neutral,Low,நான் தானியங்கி டொப்-அப் செய்ய விரும்புகிறேன்.,Naan auto top-up seyya virumburen.,completed,gemini-3.5-flash
When I'm traveling is it possible to add money automatically at certain time points?,automatic_top_up,Neutral,Low,நான் பிரயாணம் செய்யும்போது குறிப்பிட்ட நேரங்களில் தானாகவே பணம் சேர்க்க முடியுமா?,Naan travel pannumpothu kurippitta nerangalil thaanaave panam add panna mudiyuma?,completed,gemini-3.5-flash
Do you offer auto top ups?,automatic_top_up,Positive,Low,நீங்கள் தானியங்கி டொப்-அப் வசதியை வழங்குகிறீர்களா?,Neenga auto top-up service tharingala?,completed,gemini-3.5-flash
Is there a limit on auto top-up?,automatic_top_up,Neutral,Low,தானியங்கி டொப்-அப்பிற்கு ஏதேனும் எல்லை உள்ளதா?,Auto top-up-ku ethavathu limit irukka?,completed,gemini-3.5-flash
I'm trying to activate the auto-top up function. Where is it?,automatic_top_up,Neutral,Low,நான் தானியங்கி டொப்-அப் செயல்பாட்டைச் செயல்படுத்த முயற்சிக்கிறேன். அது எங்கே இருக்கிறது?,Naan auto top-up function-ai activate panna try panren. Athu enga irukku?,completed,gemini-3.5-flash
What's the limit for auto top-up?,automatic_top_up,Neutral,Low,தானியங்கி டொப்-அப்பிற்கான எல்லை என்ன?,Auto top-up-kaana limit enna?,completed,gemini-3.5-flash
How do I top-up automatically?,automatic_top_up,Neutral,Low,நான் எவ்வாறு தானாகவே டொப்-அப் செய்வது?,Naan eppadi thaanaave top-up seyrathu?,completed,gemini-3.5-flash
How do i access the auto top-up option?,automatic_top_up,Neutral,Low,தானியங்கி டொப்-அப் தெரிவை நான் எவ்வாறு அணுகுவது?,Auto top-up option-ai naan eppadi access panrathu?,completed,gemini-3.5-flash
Where can I find the auto-top up feature?,automatic_top_up,Neutral,Low,தானியங்கி டொப்-அப் வசதியை நான் எங்கே காணலாம்?,Auto top-up feature-ai naan enga paarkalam?,completed,gemini-3.5-flash
